436,Dr. Azis Gagap,Kardiologi,09:00-15:00,138
437,Dr. Soimah,Orthopedi,10:00-16:00,139
438,Dr. Nassar,Dermatologi,07:00-13:00,140
439,Dr. Zaskia Gotik,Gastroenterologi,08:00-14:00,141
440,Dr. Iis Dahlia,Oftalmologi,09:30-15:30,142
441,Dr. Ridho DA,Urologi,10:30-16:30,143
442,Dr. Ikke Nurjanah,Obstetri & Ginekologi,07:30-13:30,144
443,Dr. Dewi Gita,Pulmonologi,08:00-14:00,145
444,Dr. Danang DA,Endokrinologi,09:00-15:00,146
445,Dr. Weni DA,Psikiatri,10:00-16:00,147
446,Dr. Fildan DA,Reumatologi,07:00-13:00,148
447,Dr. Putri DA,Anestesiologi,08:30-14:30,149
448,Dr. Hari LIDA,Radiologi,09:30-15:30,150
449,Dr. Rara LIDA,Patologi,10:00-16:00,151
450,Dr. Jinan LIDA,Pediatri,07:30-13:30,152
451,Dr. Selfi LIDA,Bedah Umum,08:00-14:00,153
452,Dr. Reza DAA,Neurologi,09:00-15:00,154
453,Dr. Aulia DAA,Kardiologi,10:30-16:30,155
454,Dr. Putri Isnari,Orthopedi,07:00-13:00,156
455,Dr. Faul LIDA,Dermatologi,08:00-14:00,157
456,Dr. Rio Febrian,Gastroenterologi,09:30-15:30,158
457,Dr. Via Vallen,Oftalmologi,10:00-16:00,159
458,Dr. Nella Kharisma,Urologi,07:30-13:30,160
459,Dr. Tasya Rosmala,Obstetri & Ginekologi,08:30-14:30,161
460,Dr. Happy Asmara,Pulmonologi,09:00-15:00,162
461,Dr. Denny Caknan,Endokrinologi,10:00-16:00,163
462,Dr. Ndarboy Genk,Psikiatri,07:00-13:00,164
463,Dr. Yeni Inka,Reumatologi,08:00-14:00,165
464,Dr. Guyon Waton,Anestesiologi,09:30-15:30,166
465,Dr. Esa Risty,Radiologi,10:30-16:30,167
466,Dr. Difarina Indra,Patologi,07:30-13:30,168
467,Dr. Intan Ratna,Pediatri,08:00-14:00,169
468,Dr. Lala Widi,Bedah Umum,09:00-15:00,170
469,Dr. Kiki Fatmala,Neurologi,10:00-16:00,171
470,Dr. Santi Sari,Kardiologi,07:00-13:00,172
471,Dr. Rini Ekaputri,Orthopedi,08:30-14:30,173
472,Dr. Maya Septha,Dermatologi,09:30-15:30,174
473,Dr. Dewi Rezer,Gastroenterologi,10:00-16:00,175
474,Dr. Lenny Agustin,Oftalmologi,07:30-13:30,176
475,Dr. Wiwik Sagita,Urologi,08:00-14:00,177
476,Dr. Ratna Antika,Obstetri & Ginekologi,09:00-15:00,178
477,Dr. Lilin Herlina,Pulmonologi,10:30-16:30,179
478,Dr. Evie Tamala,Endokrinologi,07:00-13:00,180
479,Dr. Mega Mustika,Psikiatri,08:00-14:00,181
480,Dr. Elvy Sukaesih,Reumatologi,09:30-15:30,182
481,Dr. Ida Laila,Anestesiologi,10:00-16:00,183
482,Dr. Camelia Malik,Radiologi,07:30-13:30,184
483,Dr. Anie Carera,Patologi,08:30-14:30,185
484,Dr. Betharia Sonata,Pediatri,09:00-15:00,186
485,Dr. Nur Halimah,Bedah Umum,10:00-16:00,187
486,Dr. Tetty Kadi,Neurologi,07:00-13:00,188
487,Dr. Yuni Shara,Kardiologi,08:00-14:00,189
488,Dr. Kristina,Orthopedi,09:30-15:30,190
489,Dr. Ita Purnamasari,Dermatologi,10:30-16:30,191
490,Dr. Cici Paramida,Gastroenterologi,07:30-13:30,192
491,Dr. Emilia Contessa,Oftalmologi,08:00-14:00,193
492,Dr. Caca Handika,Urologi,09:00-15:00,194
493,Dr. Baby Margaretha,Obstetri & Ginekologi,10:00-16:00,195
494,Dr. Iyeth Bustami,Pulmonologi,07:00-13:00,196
495,Dr. Hetty Koes,Endokrinologi,08:30-14:30,197
496,Dr. Titiek Puspa,Psikiatri,09:30-15:30,198
497,Dr. Anna Mathovani,Reumatologi,10:00-16:00,199
498,Dr. Nining Meida,Anestesiologi,07:30-13:30,200
499,Dr. Liza Natalia,Radiologi,08:00-14:00,201
500,Dr. Nike Ardilla,Patologi,09:00-15:00,202
501,Dr. Vonny Sumlang,Pediatri,10:30-16:30,203
502,Dr. Paramitha Rusady,Bedah Umum,07:00-13:00,204
503,Dr. Maya Rumantir,Neurologi,08:00-14:00,205
504,Dr. Yessy Gusman,Kardiologi,09:30-15:30,206
505,Dr. Soraya,Orthopedi,10:00-16:00,207
506,Dr. Betharia,Dermatologi,07:30-13:30,208
507,Dr. Nafa Urbach,Gastroenterologi,08:30-14:30,209
508,Dr. Dian Nitami,Oftalmologi,09:00-15:00,210
509,Dr. Inneke Koesherawati,Urologi,10:00-16:00,211
510,Dr. Cut Tari,Obstetri & Ginekologi,07:00-13:00,212
511,Dr. Elly Kasim,Pulmonologi,08:00-14:00,213
512,Dr. Chitra Dewi,Endokrinologi,09:30-15:30,214
513,Dr. Sophia Latjuba,Psikiatri,10:30-16:30,215
514,Dr. Rachel Maryam,Reumatologi,07:30-13:30,216
515,Dr. Windy Wulandari,Anestesiologi,08:00-14:00,217
516,Dr. Trie Utami,Radiologi,09:00-15:00,218
517,Dr. Ira Swara,Patologi,10:00-16:00,219
518,Dr. Cornelia Agatha,Pediatri,07:00-13:00,220
519,Dr. Nia Daniaty,Bedah Umum,08:30-14:30,221
520,Dr. Nurul Arifin,Neurologi,09:30-15:30,222
521,Dr. Lydia Kandou,Kardiologi,10:00-16:00,223
522,Dr. Christine Hakim,Orthopedi,07:30-13:30,224
523,Dr. Dian Sastro,Dermatologi,08:00-14:00,225
524,Dr. Titi Kamal,Gastroenterologi,09:00-15:00,226
525,Dr. Ayu Azhari,Oftalmologi,10:30-16:30,227
526,Dr. Tamara Bleszynski,Urologi,07:00-13:00,228
527,Dr. Wulan Guritno,Obstetri & Ginekologi,08:00-14:00,229
528,Dr. Mariana Renata,Pulmonologi,09:30-15:30,230
529,Dr. Sarah Azhari,Endokrinologi,10:00-16:00,231
530,Dr. Lyra Virna,Psikiatri,07:30-13:30,232
531,Dr. Kinaryosih,Reumatologi,08:30-14:30,233
532,Dr. Jihan Fahira,Anestesiologi,09:00-15:00,234
533,Dr. Marshanda,Radiologi,10:00-16:00,235
534,Dr. Chelsea Olivia,Patologi,07:00-13:00,236
535,Dr. Nadine Chandrawinata,Pediatri,08:00-14:00,237
536,Dr. Carissa Putri,Bedah Umum,09:30-15:30,238
537,Dr. Mikha Tambayong,Neurologi,10:30-16:30,239
538,Dr. Velove Vexia,Kardiologi,07:30-13:30,240
539,Dr. Ayushita Nugraha,Orthopedi,08:00-14:00,241
540,Dr. Atiqah Hasiholan,Dermatologi,09:00-15:00,242
541,Dr. Laura Basuki,Gastroenterologi,10:00-16:00,243
542,Dr. Marsha Timothy,Oftalmologi,07:00-13:00,244
543,Dr. Dian Pelangi,Urologi,08:30-14:30,245
544,Dr. Shahnaz Haque,Obstetri & Ginekologi,09:30-15:30,246
545,Dr. Imelda Therinne,Pulmonologi,10:00-16:00,247
546,Dr. Bella Saphira,Endokrinologi,07:30-13:30,248
547,Dr. Maudy Ayunda,Psikiatri,08:00-14:00,249
548,Dr. Bunga Zainal,Reumatologi,09:00-15:00,250
549,Dr. Agni Pratistha,Anestesiologi,10:30-16:30,251
550,Dr. Cinta Laura,Radiologi,07:00-13:00,252
551,Dr. Naysila Mirdad,Patologi,08:00-14:00,253
552,Dr. Shandy Aulia,Pediatri,09:30-15:30,254
553,Dr. Febby Rastanty,Bedah Umum,10:00-16:00,255
554,Dr. Michelle Ziudith,Neurologi,07:30-13:30,256
555,Dr. Natasha Rizky,Kardiologi,08:30-14:30,257
556,Dr. Ersya Aurelia,Orthopedi,09:00-15:00,258
557,Dr. Lea Ciarachel,Dermatologi,10:00-16:00,259
558,Dr. Ria Ricis,Gastroenterologi,07:00-13:00,260
559,Dr. Oki Setiana,Oftalmologi,08:00-14:00,261
560,Dr. Awkarin,Urologi,09:30-15:30,262
561,Dr. Saaih Halilintar,Obstetri & Ginekologi,10:30-16:30,263
562,Dr. Tania Nadira,Pulmonologi,07:30-13:30,264
563,Dr. Reza Oktovian,Endokrinologi,08:00-14:00,265
564,Dr. Fateh Halilintar,Psikiatri,09:00-15:00,266
565,Dr. Qahtan Halilintar,Reumatologi,10:00-16:00,267
566,Dr. Thoriq Halilintar,Anestesiologi,07:00-13:00,268
567,Dr. Muntaz Halilintar,Radiologi,08:30-14:30,269
568,Dr. Abqariyyah Halilintar,Patologi,09:30-15:30,270
569,Dr. Zikri Daulay,Pediatri,10:00-16:00,271
570,Dr. Atta Halilintar,Bedah Umum,07:30-13:30,272
571,Dr. Aurelie Moeremans,Neurologi,08:00-14:00,273
572,Dr. Jess No Limit,Kardiologi,09:00-15:00,274
573,Dr. Gita Savitri,Orthopedi,10:30-16:30,275
574,Dr. Raisa Andriana,Dermatologi,07:00-13:00,276
575,Dr. Isyana Sarasvati,Gastroenterologi,08:00-14:00,277
576,Dr. Tulus,Oftalmologi,09:30-15:30,278
577,Dr. Afgansyah Reza,Urologi,10:00-16:00,279
578,Dr. Rossa Roslaina,Obstetri & Ginekologi,07:30-13:30,280
579,Dr. Judika Sihotang,Pulmonologi,08:30-14:30,281
580,Dr. Marion Jola,Endokrinologi,09:00-15:00,282
581,Dr. Lyodra Ginting,Psikiatri,10:00-16:00,283
582,Dr. Tiara Anugrah,Reumatologi,07:00-13:00,284
583,Dr. Ziva Magnolya,Anestesiologi,08:00-14:00,285
584,Dr. Mark Natama,Radiologi,09:30-15:30,286
585,Dr. Rimar Callista,Patologi,10:30-16:30,287
586,Dr. Nuca,Pediatri,07:30-13:30,288
587,Dr. Anneth Delliecia,Bedah Umum,08:00-14:00,289
588,Dr. Dea Dalila,Neurologi,09:00-15:00,290
589,Dr. Aziel Irvan,Kardiologi,10:00-16:00,291
590,Dr. Kiesha Alvaro,Orthopedi,07:00-13:00,292
591,Dr. Jemimah Abigail,Dermatologi,08:30-14:30,293
592,Dr. Elvan Saragih,Gastroenterologi,09:30-15:30,294
593,Dr. Dul Jaelani,Oftalmologi,10:00-16:00,295
594,Dr. Regina Ivanova,Urologi,07:30-13:30,296
595,Dr. Salma Salsabil,Obstetri & Ginekologi,08:00-14:00,297
596,Dr. Deven Cristianto,Pulmonologi,09:00-15:00,298
597,Dr. Keisha Alvaro,Endokrinologi,10:30-16:30,299
598,Dr. Betrand Peto,Psikiatri,07:00-13:00,300
